,X,Date.Time,Asset,Serial.Number,Type,Raw.Payload,Name.Value.Pairs,Latitude,Longitude,Dog,DateTime
2100,2100,43817.62639,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.644855, longitude=152.186351, cause=LOCATION, input 1=Level1, Battery Low=Replace, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, ",-32.644855,152.186351,DINGO-004,2019-12-18 15:02:00
2101,2101,43817.54861,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.634351, longitude=152.202959, cause=LOCATION, Battery Low=Replace, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, ",-32.634351,152.202959,DINGO-004,2019-12-18 13:10:00
2102,2102,43817.45972,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.631626, longitude=152.193325, cause=LOCATION, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.631626,152.193325,DINGO-004,2019-12-18 11:02:00
2103,2103,43817.38056,DINGO-004,0-2687054,Standard,1.27E+21,"latitude=-32.631454, longitude=152.186286, cause=LOCATION, input 2=Level1, GPS Quality=3D, Battery Low=Replace, network type=Satellite, GPSFail Abort=1, inMotion=no, GPSFix=3D, input 1=Level1, ",-32.631454,152.186286,DINGO-004,2019-12-18 09:08:00
2104,2104,43817.04722,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.62918, longitude=152.187145, cause=LOCATION, GPSFail Abort=0, inMotion=no, Battery Low=Replace, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, ",-32.62918,152.187145,DINGO-004,2019-12-18 01:08:00
2105,2105,43816.96319,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.628858, longitude=152.1856, cause=LOCATION, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, ",-32.628858,152.1856,DINGO-004,2019-12-17 23:07:00
2106,2106,43816.87361,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.64272, longitude=152.199376, cause=LOCATION, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Replace, ",-32.64272,152.199376,DINGO-004,2019-12-17 20:58:00
2107,2107,43816.70625,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.642559, longitude=152.190385, cause=LOCATION, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Replace, ",-32.642559,152.190385,DINGO-004,2019-12-17 16:57:00
2108,2108,43816.62639,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.649189, longitude=152.192123, cause=LOCATION, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, ",-32.649189,152.192123,DINGO-004,2019-12-17 15:02:00
2109,2109,43816.55139,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.672739, longitude=152.184141, cause=LOCATION, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Replace, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.672739,152.184141,DINGO-004,2019-12-17 13:14:00
2110,2110,43816.47222,DINGO-004,0-2687054,Standard,2.45E+21,"latitude=-32.661227, longitude=152.176309, cause=LOCATION, input 1=Level1, GPSFail Abort=2, GPS Quality=3D, inMotion=no, Battery Low=Replace, GPSFix=3D, input 2=Level1, network type=Satellite, ",-32.661227,152.176309,DINGO-004,2019-12-17 11:20:00
2111,2111,43816.04306,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.659725, longitude=152.174892, cause=LOCATION, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Replace, inMotion=no, GPSFail Abort=0, ",-32.659725,152.174892,DINGO-004,2019-12-17 01:02:00
2112,2112,43815.97014,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.660497, longitude=152.176073, cause=LOCATION, GPSFail Abort=0, inMotion=no, Battery Low=Replace, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, ",-32.660497,152.176073,DINGO-004,2019-12-16 23:17:00
2113,2113,43815.875,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.66422, longitude=152.178605, cause=LOCATION, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, ",-32.66422,152.178605,DINGO-004,2019-12-16 21:00:00
2114,2114,43815.79583,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.664317, longitude=152.177982, cause=LOCATION, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Replace, ",-32.664317,152.177982,DINGO-004,2019-12-16 19:06:00
2115,2115,43815.71389,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.664295, longitude=152.17809, cause=LOCATION, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, ",-32.664295,152.17809,DINGO-004,2019-12-16 17:08:00
2116,2116,43815.63333,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.669059, longitude=152.184548, cause=LOCATION, input 1=Level1, Battery Low=Replace, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, ",-32.669059,152.184548,DINGO-004,2019-12-16 15:12:00
2117,2117,43815.54931,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.661098, longitude=152.175772, cause=LOCATION, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Replace, ",-32.661098,152.175772,DINGO-004,2019-12-16 13:11:00
2118,2118,43815.46319,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.626948, longitude=152.201865, cause=LOCATION, Battery Low=Replace, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.626948,152.201865,DINGO-004,2019-12-16 11:07:00
2119,2119,43815.29375,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.646153, longitude=152.192595, cause=LOCATION, Battery Low=Replace, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.646153,152.192595,DINGO-004,2019-12-16 07:03:00
2120,2120,43815.04653,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.646368, longitude=152.192788, cause=LOCATION, Battery Low=Replace, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.646368,152.192788,DINGO-004,2019-12-16 01:07:00
2121,2121,43814.78542,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.658148, longitude=152.185643, cause=LOCATION, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Replace, input 1=Level1, ",-32.658148,152.185643,DINGO-004,2019-12-15 18:51:00
2122,2122,43814.7125,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.640005, longitude=152.180514, cause=LOCATION, Battery Low=Replace, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.640005,152.180514,DINGO-004,2019-12-15 17:06:00
2123,2123,43814.55417,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.671194, longitude=152.184055, cause=LOCATION, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Replace, inMotion=no, GPSFail Abort=0, ",-32.671194,152.184055,DINGO-004,2019-12-15 13:18:00
2124,2124,43814.46389,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.660422, longitude=152.179635, cause=LOCATION, GPSFail Abort=0, GPS Quality=3D, Battery Low=Replace, input 2=Level1, network type=Satellite, inMotion=no, GPSFix=3D, input 1=Level1, ",-32.660422,152.179635,DINGO-004,2019-12-15 11:08:00
2125,2125,43814.38889,DINGO-004,0-2687054,Standard,2.45E+21,"latitude=-32.660401, longitude=152.179484, cause=LOCATION, GPSFix=3D, inMotion=no, GPSFail Abort=2, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.660401,152.179484,DINGO-004,2019-12-15 09:20:00
2126,2126,43813.9625,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.660508, longitude=152.180364, cause=LOCATION, GPSFail Abort=0, inMotion=no, Battery Low=Replace, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, ",-32.660508,152.180364,DINGO-004,2019-12-14 23:06:00
2127,2127,43813.88681,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.66068, longitude=152.180214, cause=LOCATION, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, ",-32.66068,152.180214,DINGO-004,2019-12-14 21:17:00
2128,2128,43813.78889,DINGO-004,0-2687054,Standard,1.27E+21,"latitude=-32.673233, longitude=152.184269, cause=LOCATION, GPSFix=3D, GPSFail Abort=1, inMotion=no, Battery Low=Replace, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.673233,152.184269,DINGO-004,2019-12-14 18:56:00
2129,2129,43813.53542,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.669928, longitude=152.186244, cause=LOCATION, GPS Quality=3D, inMotion=no, Battery Low=Replace, GPSFix=3D, input 2=Level1, network type=Satellite, input 1=Level1, GPSFail Abort=0, ",-32.669928,152.186244,DINGO-004,2019-12-14 12:51:00
2130,2130,43812.87639,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.655423, longitude=152.179098, cause=LOCATION, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, ",-32.655423,152.179098,DINGO-004,2019-12-13 21:02:00
2131,2131,43812.79583,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.667696, longitude=152.184269, cause=LOCATION, Battery Low=Replace, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.667696,152.184269,DINGO-004,2019-12-13 19:06:00
2132,2132,43812.72361,DINGO-004,0-2687054,Standard,1.27E+21,"latitude=-32.667707, longitude=152.184312, cause=LOCATION, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=1, network type=Satellite, Battery Low=Replace, ",-32.667707,152.184312,DINGO-004,2019-12-13 17:22:00
2133,2133,43812.55903,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.67128, longitude=152.182209, cause=LOCATION, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Replace, input 2=Level1, GPS Quality=3D, ",-32.67128,152.182209,DINGO-004,2019-12-13 13:25:00
2134,2134,43812.38333,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.63154, longitude=152.192595, cause=LOCATION, network type=Satellite, Battery Low=Replace, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.63154,152.192595,DINGO-004,2019-12-13 09:12:00
2135,2135,43812.29167,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.631304, longitude=152.192402, cause=LOCATION, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, ",-32.631304,152.192402,DINGO-004,2019-12-13 07:00:00
2136,2136,43811.96806,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.628783, longitude=152.19811, cause=LOCATION, GPSFail Abort=0, inMotion=no, Battery Low=Replace, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, ",-32.628783,152.19811,DINGO-004,2019-12-12 23:14:00
2137,2137,43811.87986,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.634952, longitude=152.190514, cause=LOCATION, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Replace, input 2=Level1, GPS Quality=3D, ",-32.634952,152.190514,DINGO-004,2019-12-12 21:07:00
2138,2138,43811.71458,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.641464, longitude=152.183368, cause=LOCATION, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Replace, input 1=Level1, inMotion=no, GPSFix=3D, ",-32.641464,152.183368,DINGO-004,2019-12-12 17:09:00
2139,2139,43811.62708,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.652462, longitude=152.18502, cause=LOCATION, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, ",-32.652462,152.18502,DINGO-004,2019-12-12 15:03:00
2140,2140,43811.54861,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.67246, longitude=152.18457, cause=LOCATION, network type=Satellite, Battery Low=Replace, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.67246,152.18457,DINGO-004,2019-12-12 13:10:00
2141,2141,43811.45486,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.635027, longitude=152.193089, cause=LOCATION, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Replace, ",-32.635027,152.193089,DINGO-004,2019-12-12 10:55:00
2142,2142,43810.86944,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.634877, longitude=152.192144, cause=LOCATION, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Replace, network type=Satellite, GPSFail Abort=0, ",-32.634877,152.192144,DINGO-004,2019-12-11 20:52:00
2143,2143,43810.79444,DINGO-004,0-2687054,Standard,1.27E+21,"latitude=-32.639233, longitude=152.180622, cause=LOCATION, GPSFix=3D, GPSFail Abort=1, inMotion=no, Battery Low=Replace, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.639233,152.180622,DINGO-004,2019-12-11 19:04:00
2144,2144,43810.62639,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.659907, longitude=152.189763, cause=LOCATION, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Replace, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.659907,152.189763,DINGO-004,2019-12-11 15:02:00
2145,2145,43810.54306,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.672718, longitude=152.183304, cause=LOCATION, input 2=Level1, GPS Quality=3D, Battery Low=Replace, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, ",-32.672718,152.183304,DINGO-004,2019-12-11 13:02:00
2146,2146,43810.45833,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.660712, longitude=152.185063, cause=LOCATION, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, ",-32.660712,152.185063,DINGO-004,2019-12-11 11:00:00
2147,2147,43810.04653,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.654092, longitude=152.176909, cause=LOCATION, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, ",-32.654092,152.176909,DINGO-004,2019-12-11 01:07:00
2148,2148,43809.95347,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.65377, longitude=152.177038, cause=LOCATION, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, ",-32.65377,152.177038,DINGO-004,2019-12-10 22:53:00
2149,2149,43809.80347,DINGO-004,0-2687054,Standard,1.27E+21,"latitude=-32.656335, longitude=152.183218, cause=LOCATION, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=1, input 2=Level1, GPS Quality=3D, Battery Low=Replace, ",-32.656335,152.183218,DINGO-004,2019-12-10 19:17:00
2150,2150,43809.63194,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.661399, longitude=152.176094, cause=LOCATION, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, ",-32.661399,152.176094,DINGO-004,2019-12-10 15:10:00
2151,2151,43809.54722,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.672428, longitude=152.183089, cause=LOCATION, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, ",-32.672428,152.183089,DINGO-004,2019-12-10 13:08:00
2152,2152,43809.45903,DINGO-004,0-2687054,Standard,2.45E+21,"latitude=-32.633922, longitude=152.19944, cause=LOCATION, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=2, inMotion=no, Battery Low=Replace, network type=Satellite, ",-32.633922,152.19944,DINGO-004,2019-12-10 11:01:00
2153,2153,43809.05764,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.63051, longitude=152.189977, cause=LOCATION, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, ",-32.63051,152.189977,DINGO-004,2019-12-10 01:23:00
2154,2154,43808.96458,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.630972, longitude=152.188153, cause=LOCATION, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, ",-32.630972,152.188153,DINGO-004,2019-12-09 23:09:00
2155,2155,43808.88125,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.659092, longitude=152.188797, cause=LOCATION, input 2=Level1, GPS Quality=3D, Battery Low=Replace, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, ",-32.659092,152.188797,DINGO-004,2019-12-09 21:09:00
2156,2156,43808.79722,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.67143, longitude=152.179034, cause=LOCATION, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Replace, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, ",-32.67143,152.179034,DINGO-004,2019-12-09 19:08:00
2157,2157,43808.71528,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.66907, longitude=152.185814, cause=LOCATION, input 1=Level1, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, GPSFix=3D, input 2=Level1, GPS Quality=3D, inMotion=no, ",-32.66907,152.185814,DINGO-004,2019-12-09 17:10:00
2158,2158,43808.63542,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.667814, longitude=152.17015, cause=LOCATION, Battery Low=Replace, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.667814,152.17015,DINGO-004,2019-12-09 15:15:00
2159,2159,43808.55139,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.670819, longitude=152.184291, cause=LOCATION, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Replace, ",-32.670819,152.184291,DINGO-004,2019-12-09 13:14:00
2160,2160,43808.45417,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.6308, longitude=152.18766, cause=LOCATION, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, ",-32.6308,152.18766,DINGO-004,2019-12-09 10:54:00
2161,2161,43808.40694,DINGO-004,0-2687054,Standard,2.45E+21,"latitude=-32.631497, longitude=152.186544, cause=LOCATION, GPSFail Abort=2, inMotion=no, Battery Low=Replace, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, ",-32.631497,152.186544,DINGO-004,2019-12-09 09:46:00
2162,2162,43807.96181,DINGO-004,0-2687054,Standard,2.45E+21,"latitude=-32.630596, longitude=152.192273, cause=LOCATION, input 1=Level1, Battery Low=Replace, input 2=Level1, GPS Quality=3D, GPSFail Abort=2, network type=Satellite, GPSFix=3D, inMotion=no, ",-32.630596,152.192273,DINGO-004,2019-12-08 23:05:00
2163,2163,43807.70486,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.655573, longitude=152.183819, cause=LOCATION, GPSFix=3D, input 2=Level1, input 1=Level1, network type=Satellite, Battery Low=Replace, inMotion=no, GPSFail Abort=0, ",-32.655573,152.183819,DINGO-004,2019-12-08 16:55:00
2164,2164,43807.54653,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.664564, longitude=152.179656, cause=LOCATION, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Replace, network type=Satellite, input 1=Level1, input 2=Level1, ",-32.664564,152.179656,DINGO-004,2019-12-08 13:07:00
2165,2165,43807.45764,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.62742, longitude=152.201757, cause=LOCATION, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Replace, input 1=Level1, inMotion=no, GPSFix=3D, ",-32.62742,152.201757,DINGO-004,2019-12-08 10:59:00
2166,2166,43807.38264,DINGO-004,0-2687054,Standard,1.27E+21,"latitude=-32.630821, longitude=152.192016, cause=LOCATION, Battery Low=Replace, input 2=Level1, GPSFail Abort=1, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.630821,152.192016,DINGO-004,2019-12-08 09:11:00
2167,2167,43806.97569,DINGO-004,0-2687054,Standard,1.27E+21,"latitude=-32.63095, longitude=152.19178, cause=LOCATION, GPSFix=3D, GPSFail Abort=1, inMotion=no, Battery Low=Replace, network type=Satellite, input 1=Level1, input 2=Level1, ",-32.63095,152.19178,DINGO-004,2019-12-07 23:25:00
2168,2168,43806.80625,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.630972, longitude=152.191608, cause=LOCATION, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, ",-32.630972,152.191608,DINGO-004,2019-12-07 19:21:00
2169,2169,43806.625,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.66701, longitude=152.18369, cause=LOCATION, input 2=Level1, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, ",-32.66701,152.18369,DINGO-004,2019-12-07 15:00:00
2170,2170,43806.45694,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.630693, longitude=152.191823, cause=LOCATION, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Replace, ",-32.630693,152.191823,DINGO-004,2019-12-07 10:58:00
2171,2171,43805.87847,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.657493, longitude=152.177253, cause=LOCATION, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Replace, input 2=Level1, GPSFail Abort=0, network type=Satellite, ",-32.657493,152.177253,DINGO-004,2019-12-06 21:05:00
2172,2172,43805.71597,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.65479, longitude=152.182918, cause=LOCATION, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Replace, network type=Satellite, GPSFail Abort=0, inMotion=no, ",-32.65479,152.182918,DINGO-004,2019-12-06 17:11:00
2173,2173,43805.63681,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.655895, longitude=152.188561, cause=LOCATION, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Replace, network type=Satellite, ",-32.655895,152.188561,DINGO-004,2019-12-06 15:17:00
2174,2174,43805.55903,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.671462, longitude=152.18399, cause=LOCATION, Battery Low=Replace, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.671462,152.18399,DINGO-004,2019-12-06 13:25:00
2175,2175,43805.46806,DINGO-004,0-2687054,Standard,2.45E+21,"latitude=-32.654811, longitude=152.188497, cause=LOCATION, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Replace, network type=Satellite, GPSFail Abort=2, inMotion=no, GPSFix=3D, ",-32.654811,152.188497,DINGO-004,2019-12-06 11:14:00
2176,2176,43805.03889,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.652365, longitude=152.189956, cause=LOCATION, Battery Low=Replace, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.652365,152.189956,DINGO-004,2019-12-06 00:56:00
2177,2177,43804.88472,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.652472, longitude=152.189977, cause=LOCATION, network type=Satellite, Battery Low=Replace, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, input 1=Level1, ",-32.652472,152.189977,DINGO-004,2019-12-05 21:14:00
2178,2178,43804.78889,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.652268, longitude=152.189591, cause=LOCATION, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, ",-32.652268,152.189591,DINGO-004,2019-12-05 18:56:00
2179,2179,43804.71458,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.65259, longitude=152.189741, cause=LOCATION, network type=Satellite, Battery Low=Replace, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, input 1=Level1, ",-32.65259,152.189741,DINGO-004,2019-12-05 17:09:00
2180,2180,43804.61875,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.673125, longitude=152.183175, cause=LOCATION, GPSFix=3D, input 2=Level1, input 1=Level1, network type=Satellite, Battery Low=Replace, inMotion=no, GPSFail Abort=0, ",-32.673125,152.183175,DINGO-004,2019-12-05 14:51:00
2181,2181,43804.53889,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.66304, longitude=152.185621, cause=LOCATION, input 1=Level1, input 2=Level1, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Replace, network type=Satellite, ",-32.66304,152.185621,DINGO-004,2019-12-05 12:56:00
2182,2182,43804.29861,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.654843, longitude=152.177532, cause=LOCATION, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Replace, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.654843,152.177532,DINGO-004,2019-12-05 07:10:00
